age,job,marital,education,default,balance,housing,loan,campaign,pdays,deposit,Date
29,technician,single,secondary,no,544,yes,no,1,-1,no,13-may
38,management,married,tertiary,no,-498,no,no,6,-1,no,14-aug
57,services,married,secondary,no,0,yes,no,9,282,no,14-may
47,blue-collar,married,primary,no,209,no,no,6,-1,no,27-aug
56,blue-collar,married,unknown,no,665,yes,no,2,-1,no,20-jun
37,entrepreneur,married,tertiary,no,310,no,no,1,-1,no,01-sep
66,management,married,unknown,no,2149,yes,no,6,103,no,30-nov
49,unemployed,married,secondary,no,13818,no,no,1,113,no,21-nov
31,unknown,married,tertiary,no,526,no,no,13,-1,no,26-aug
30,management,single,tertiary,no,-218,yes,no,15,-1,no,27-aug
42,blue-collar,divorced,primary,no,419,yes,yes,4,-1,no,14-may
55,technician,married,secondary,no,517,yes,yes,3,263,no,06-feb
33,admin.,single,secondary,no,61,no,no,4,-1,no,24-jul
33,management,married,tertiary,no,0,yes,yes,2,-1,no,14-may
43,blue-collar,married,secondary,no,514,yes,yes,2,-1,no,20-apr
32,unemployed,married,secondary,no,365,yes,no,3,-1,no,30-jan
42,blue-collar,married,primary,no,480,yes,no,12,-1,no,06-jun
53,entrepreneur,single,unknown,no,717,no,no,2,-1,no,30-jul
42,management,married,tertiary,no,24780,no,no,2,-1,no,06-aug
37,admin.,married,secondary,no,1396,yes,no,2,-1,no,22-jul
31,services,married,secondary,no,414,yes,no,1,-1,no,07-may
57,admin.,divorced,secondary,no,3100,no,yes,2,-1,no,29-jul
33,admin.,married,secondary,no,0,no,yes,5,-1,no,06-feb
57,management,married,tertiary,yes,1218,yes,no,6,-1,no,18-jul
30,technician,divorced,secondary,no,789,yes,no,1,-1,no,12-may
31,management,married,tertiary,no,859,yes,yes,3,-1,no,04-aug
33,technician,married,secondary,no,0,no,no,8,-1,no,25-aug
33,blue-collar,married,primary,no,3868,yes,no,1,-1,no,02-jun
53,management,married,tertiary,no,232,yes,no,1,-1,no,29-jan
38,blue-collar,divorced,secondary,no,1686,yes,no,28,-1,no,19-jun
60,blue-collar,married,primary,no,29184,no,no,2,-1,no,15-jun
36,technician,single,secondary,no,144,no,no,1,308,no,26-may
27,services,single,secondary,no,194,yes,no,1,-1,no,16-may
32,entrepreneur,single,tertiary,no,7641,yes,yes,10,-1,no,21-nov
45,blue-collar,married,primary,no,351,yes,no,1,-1,no,19-jun
28,management,single,tertiary,no,150,yes,no,1,-1,no,08-may
57,retired,married,primary,no,1532,no,no,3,-1,no,06-feb
37,self-employed,married,secondary,no,1549,yes,no,7,-1,no,20-jun
47,management,married,tertiary,no,1057,no,no,2,-1,no,04-aug
35,management,married,secondary,no,839,yes,no,3,-1,no,23-may
32,blue-collar,divorced,secondary,no,880,yes,yes,1,-1,no,04-jun
41,admin.,single,secondary,no,4464,yes,no,2,-1,no,21-jul
35,technician,married,tertiary,no,6,yes,no,1,-1,no,18-nov
26,technician,single,secondary,no,0,no,yes,26,-1,no,30-jul
47,technician,divorced,tertiary,no,694,yes,no,4,-1,no,11-may
36,blue-collar,married,secondary,no,153,yes,no,1,171,no,08-may
46,management,married,tertiary,no,110,yes,yes,5,-1,no,20-aug
30,management,single,tertiary,no,640,no,no,4,213,no,06-feb
44,blue-collar,married,secondary,no,3060,yes,no,1,189,no,20-nov
47,technician,divorced,secondary,no,2836,no,yes,2,-1,no,14-aug
49,blue-collar,married,secondary,no,1127,yes,yes,2,281,no,17-apr
55,technician,married,tertiary,no,11,no,no,2,-1,no,21-aug
56,blue-collar,married,unknown,no,982,yes,yes,2,-1,no,07-may
28,services,married,secondary,no,222,yes,no,23,-1,no,29-may
34,admin.,divorced,secondary,no,627,yes,no,2,-1,no,07-may
55,management,married,tertiary,no,5010,no,no,1,-1,no,18-nov
27,student,single,unknown,no,468,no,no,2,-1,no,04-feb
38,management,divorced,tertiary,no,155,yes,no,26,-1,no,20-jun
43,services,married,secondary,no,2478,yes,no,1,230,no,28-jan
55,management,divorced,tertiary,no,668,no,no,6,-1,no,28-aug
30,blue-collar,married,primary,no,35,yes,no,2,-1,no,11-jul
48,blue-collar,married,primary,no,3304,no,no,3,-1,no,11-jun
30,blue-collar,married,secondary,no,0,yes,no,1,-1,no,26-may
58,housemaid,married,primary,no,237,no,no,3,-1,no,18-jul
39,unknown,single,unknown,no,0,no,no,1,-1,no,28-jan
35,technician,single,secondary,no,-54,yes,no,2,-1,no,30-may
41,blue-collar,married,secondary,no,0,no,no,2,-1,no,05-jun
32,technician,married,tertiary,no,240,yes,yes,3,-1,no,14-jul
48,technician,married,secondary,no,759,yes,no,5,-1,no,28-jul
76,retired,married,unknown,no,992,no,no,2,-1,no,27-oct
43,management,married,tertiary,no,1379,yes,no,3,-1,no,27-may
46,unknown,married,tertiary,no,8564,no,no,2,342,no,02-aug
59,retired,married,unknown,no,0,no,no,4,-1,no,25-aug
29,management,single,tertiary,no,119,yes,no,2,-1,no,28-may
31,technician,married,secondary,no,450,no,yes,2,129,no,20-nov
36,admin.,married,secondary,no,746,yes,no,3,-1,no,17-nov
46,self-employed,single,primary,no,2032,no,no,2,-1,no,30-jul
37,management,married,tertiary,no,636,no,yes,2,-1,no,05-jun
48,technician,married,secondary,no,-938,yes,no,1,344,no,07-may
31,management,single,tertiary,no,2007,yes,no,1,-1,no,20-may
39,blue-collar,divorced,secondary,no,33,no,no,4,-1,no,29-jan
39,management,single,unknown,no,2887,yes,no,2,-1,no,07-may
39,housemaid,married,secondary,no,1444,no,no,1,117,no,19-nov
55,management,married,tertiary,no,42,yes,no,2,-1,no,11-may
54,retired,married,secondary,no,522,no,yes,3,-1,no,14-jul
32,housemaid,married,secondary,no,0,no,no,2,-1,no,21-aug
37,blue-collar,married,secondary,no,3884,yes,no,5,-1,no,20-apr
36,services,married,secondary,no,472,yes,no,1,-1,no,19-jun
60,retired,married,secondary,no,2060,no,no,1,88,no,26-mar
25,services,single,secondary,no,628,no,no,1,-1,no,08-jul
50,management,married,tertiary,no,398,no,no,5,-1,no,30-jul
59,retired,married,secondary,no,417,yes,no,2,-1,no,07-may
58,unemployed,married,secondary,no,610,yes,no,2,-1,no,29-jul
49,technician,single,tertiary,no,2585,no,no,1,-1,no,11-jun
47,technician,married,secondary,no,321,yes,yes,1,-1,no,04-jul
38,services,married,primary,no,0,yes,no,2,-1,no,17-nov
32,management,single,tertiary,yes,4,no,no,1,-1,no,29-jan
40,blue-collar,single,unknown,no,29,no,no,2,-1,no,07-jul
50,technician,married,secondary,no,892,yes,yes,1,-1,no,15-may
35,management,single,tertiary,no,0,no,yes,4,-1,no,14-aug
47,admin.,married,secondary,no,1387,yes,no,1,826,no,14-oct
27,admin.,single,secondary,no,454,no,yes,2,-1,no,15-jul
48,housemaid,single,secondary,no,71,no,no,3,-1,no,28-aug
40,blue-collar,married,primary,no,-35,yes,no,3,-1,no,18-may
35,self-employed,married,secondary,no,2251,no,no,8,-1,no,19-aug
39,housemaid,married,primary,no,2460,no,no,3,-1,no,11-jul
34,blue-collar,married,secondary,no,34,no,no,1,-1,no,30-jan
36,admin.,single,secondary,no,1281,no,no,2,-1,no,24-jul
56,blue-collar,divorced,primary,no,3021,no,no,2,-1,no,09-jun
30,technician,married,tertiary,no,141,no,no,2,-1,no,29-jan
51,blue-collar,married,secondary,no,500,no,no,1,-1,no,14-may
41,blue-collar,married,secondary,no,1459,no,no,1,-1,no,05-jun
35,admin.,married,secondary,no,-244,yes,yes,1,-1,no,06-may
53,management,married,tertiary,no,1356,yes,no,2,96,no,09-nov
25,blue-collar,single,primary,no,-289,yes,no,2,-1,no,13-may
34,management,single,tertiary,no,1396,yes,no,1,-1,no,17-jul
29,services,single,secondary,no,9,no,yes,2,-1,no,08-jul
33,services,married,secondary,no,70,yes,no,3,-1,no,21-jul
43,admin.,married,secondary,no,877,yes,no,1,-1,no,02-feb
47,blue-collar,married,primary,no,113,yes,no,1,-1,no,13-may
35,admin.,single,secondary,no,368,yes,no,3,-1,no,16-may
49,entrepreneur,married,secondary,no,89,yes,no,1,-1,no,12-may
41,services,married,primary,no,450,yes,no,2,-1,no,14-may
49,services,married,unknown,no,463,yes,no,2,-1,no,15-jul
44,blue-collar,married,secondary,no,1397,no,no,1,-1,no,20-nov
32,services,single,secondary,no,310,yes,no,1,-1,no,06-may
27,self-employed,single,tertiary,no,270,yes,no,2,-1,no,27-may
53,technician,married,secondary,no,65,no,no,1,92,no,25-nov
55,admin.,married,secondary,no,865,yes,no,1,82,no,08-jul
60,retired,married,secondary,no,7,no,yes,5,-1,no,18-aug
27,management,single,secondary,no,145,yes,no,4,89,no,05-may
58,self-employed,married,tertiary,no,327,no,yes,2,-1,no,14-jul
42,blue-collar,married,secondary,no,429,yes,no,1,370,no,18-may
31,services,married,secondary,no,1167,yes,yes,1,-1,no,20-nov
30,management,single,tertiary,no,2995,yes,no,1,-1,no,18-nov
32,management,single,tertiary,no,974,yes,no,1,-1,no,03-jun
56,self-employed,married,secondary,no,784,no,yes,2,-1,no,30-jul
57,retired,divorced,secondary,no,316,no,no,2,-1,no,28-jan
57,management,married,tertiary,no,0,yes,no,1,-1,no,21-nov
39,technician,married,secondary,no,211,no,no,2,-1,no,06-feb
37,blue-collar,married,secondary,no,342,yes,no,2,175,no,12-may
32,management,married,tertiary,no,628,no,no,1,-1,no,30-apr
41,blue-collar,married,secondary,no,0,yes,no,2,-1,no,01-apr
49,unemployed,married,secondary,no,769,yes,no,1,-1,no,14-may
36,blue-collar,divorced,secondary,no,2278,yes,no,2,-1,no,23-may
58,retired,married,primary,no,1351,yes,no,3,-1,no,17-apr
58,technician,married,unknown,no,49,yes,no,2,-1,no,15-may
33,services,married,secondary,no,1082,yes,yes,1,-1,no,19-nov
31,management,single,tertiary,no,5691,yes,no,1,-1,no,21-jul
46,blue-collar,divorced,primary,no,916,yes,no,2,-1,no,11-may
42,unemployed,divorced,secondary,no,325,yes,no,4,-1,no,28-may
46,admin.,married,secondary,no,0,yes,yes,2,259,no,20-apr
47,management,married,tertiary,no,2475,yes,no,4,-1,no,20-nov
42,self-employed,married,primary,no,3717,no,no,1,-1,no,20-jun
53,entrepreneur,married,secondary,no,288,no,no,1,-1,no,06-may
31,admin.,married,secondary,no,1130,yes,no,5,-1,no,23-jul
39,blue-collar,married,primary,no,2715,yes,no,3,-1,no,02-jun
57,blue-collar,married,primary,no,23,yes,no,8,-1,no,31-jul
29,blue-collar,single,secondary,no,0,no,no,2,-1,no,06-feb
32,blue-collar,single,secondary,no,-84,yes,no,1,-1,no,11-may
38,self-employed,married,secondary,no,290,yes,no,1,-1,no,20-may
34,self-employed,single,tertiary,no,36,no,no,1,-1,no,28-jan
35,admin.,married,secondary,no,-488,yes,no,4,-1,no,02-jun
55,blue-collar,married,secondary,no,-473,yes,no,1,-1,no,26-may
42,management,married,tertiary,no,1272,yes,no,1,169,no,05-may
32,management,married,secondary,no,0,no,no,4,-1,no,20-aug
50,management,divorced,primary,no,-6,yes,no,2,-1,no,19-may
56,admin.,married,secondary,no,510,yes,no,1,-1,no,10-jul
36,technician,single,secondary,no,818,yes,yes,4,-1,no,19-aug
49,management,married,secondary,no,543,yes,no,3,-1,no,20-may
48,management,married,tertiary,no,7867,yes,yes,3,-1,no,30-may
32,technician,single,tertiary,no,1212,yes,no,2,-1,no,23-may
35,management,married,secondary,no,533,no,no,12,-1,no,06-aug
48,management,married,tertiary,no,291,yes,no,2,-1,no,23-jul
40,services,single,secondary,no,573,yes,no,1,-1,no,14-may
55,retired,married,secondary,no,1279,yes,no,3,357,no,13-may
50,blue-collar,married,primary,no,280,yes,no,23,-1,no,18-jun
55,technician,married,unknown,no,574,yes,no,2,-1,no,29-jan
26,blue-collar,single,secondary,no,658,no,yes,4,-1,no,23-jul
34,technician,married,secondary,no,2019,yes,yes,1,-1,no,27-jun
45,management,married,tertiary,no,22815,no,no,8,-1,no,26-aug
44,entrepreneur,married,secondary,no,887,yes,no,1,14,no,17-apr
34,management,married,tertiary,no,303,yes,no,1,195,no,29-jan
39,services,single,secondary,no,326,yes,no,1,-1,no,27-may
31,management,single,secondary,no,453,yes,no,2,-1,no,09-may
27,management,single,tertiary,yes,0,no,yes,1,-1,no,08-jul
41,management,married,tertiary,no,4063,yes,no,5,172,no,12-may
45,technician,married,secondary,no,2403,no,no,1,-1,no,21-nov
28,services,single,secondary,no,123,yes,no,1,359,no,06-may
39,unemployed,married,secondary,no,270,yes,no,1,-1,no,03-jun
31,technician,single,tertiary,no,424,no,no,1,161,no,29-jan
31,management,married,tertiary,no,1230,yes,no,4,-1,no,27-may
31,admin.,single,secondary,no,387,yes,no,2,370,no,13-may
35,technician,single,primary,no,744,yes,no,1,-1,no,07-apr
32,technician,single,tertiary,no,696,no,yes,4,105,no,13-aug
49,management,married,tertiary,no,4594,no,no,3,-1,no,11-aug
42,entrepreneur,married,secondary,no,1002,no,no,3,-1,no,20-jun
31,management,single,tertiary,no,-173,yes,no,2,-1,no,06-may
35,services,single,secondary,no,1239,yes,no,2,347,no,05-may
31,technician,single,secondary,no,354,no,yes,2,-1,no,22-aug
45,admin.,single,secondary,no,375,no,yes,1,594,no,22-sep
24,blue-collar,single,secondary,no,3,yes,no,1,-1,no,15-may
49,self-employed,divorced,secondary,no,6116,yes,no,1,-1,no,21-nov
36,self-employed,married,tertiary,no,4515,yes,no,2,-1,no,17-jun
28,blue-collar,single,tertiary,no,727,yes,no,4,-1,no,06-jun
54,retired,married,secondary,no,3846,yes,yes,2,-1,no,19-jun
27,blue-collar,single,primary,no,1128,yes,no,4,-1,no,30-jun
34,management,divorced,tertiary,no,1173,no,yes,1,-1,no,18-jul
40,management,single,tertiary,no,27,no,no,6,-1,no,27-aug
32,admin.,single,tertiary,no,328,yes,yes,1,-1,no,26-jun
41,admin.,married,secondary,no,0,yes,no,2,-1,no,17-nov
38,services,single,primary,no,-87,yes,no,1,-1,no,13-may
35,admin.,single,secondary,no,2830,no,no,12,-1,no,20-jun
31,technician,married,secondary,no,4,no,no,4,-1,no,20-may
47,entrepreneur,married,secondary,no,0,no,no,2,-1,no,19-jun
41,admin.,married,secondary,no,80,no,no,1,-1,no,19-nov
29,admin.,single,secondary,no,2768,yes,no,4,-1,no,02-jun
33,management,married,tertiary,no,5,yes,no,1,-1,no,07-aug
89,retired,married,tertiary,no,553,no,no,5,-1,no,19-aug
54,blue-collar,married,secondary,no,-102,yes,no,7,-1,no,27-aug
72,retired,married,primary,no,2079,no,no,1,191,no,13-aug
29,blue-collar,married,secondary,no,1,yes,no,1,-1,no,06-may
41,blue-collar,married,secondary,no,598,yes,no,3,364,no,12-may
39,housemaid,married,primary,no,34,yes,no,3,-1,no,14-jul
41,services,divorced,secondary,no,-19,yes,no,1,-1,no,19-may
31,blue-collar,married,primary,no,292,yes,yes,18,-1,no,30-may
32,services,married,secondary,no,144,yes,no,11,-1,no,19-may
52,admin.,married,secondary,no,1113,no,yes,1,-1,no,08-jul
41,entrepreneur,married,tertiary,no,121,yes,no,1,287,no,05-may
45,management,married,tertiary,no,904,yes,yes,9,-1,no,20-jun
29,admin.,single,secondary,no,-498,yes,no,3,227,no,02-feb
32,admin.,married,tertiary,no,0,yes,no,1,-1,no,05-may
35,blue-collar,married,secondary,no,67,no,no,6,-1,no,20-may
54,technician,married,secondary,no,3967,no,yes,3,-1,no,29-jul
41,self-employed,married,secondary,no,305,yes,no,2,-1,no,13-may
42,blue-collar,married,primary,no,260,yes,no,2,-1,no,31-jul
59,management,divorced,tertiary,no,258,yes,no,1,173,no,20-apr
58,retired,married,primary,no,0,no,no,1,-1,no,04-aug
32,services,single,secondary,no,72,no,no,9,-1,no,28-jul
56,technician,single,primary,no,145,yes,no,2,9,no,06-feb
50,management,divorced,tertiary,no,2564,yes,no,4,113,no,21-nov
45,services,married,primary,no,7811,no,no,2,-1,no,16-jun
59,retired,married,secondary,no,5744,no,no,1,-1,no,18-jun
47,blue-collar,married,primary,no,673,yes,yes,4,-1,no,06-jun
54,management,single,secondary,no,602,no,no,2,-1,no,30-jul
40,services,married,secondary,no,9374,yes,no,8,185,no,21-nov
37,management,married,tertiary,no,5016,no,no,1,-1,no,08-aug
29,blue-collar,married,secondary,no,508,yes,yes,5,-1,no,19-jun
36,blue-collar,married,primary,no,156,yes,no,2,-1,no,21-nov
33,management,married,tertiary,no,0,yes,no,1,-1,no,09-jul
32,management,divorced,tertiary,no,12,no,no,1,-1,no,17-jul
53,technician,married,secondary,no,7984,yes,no,1,-1,no,02-feb
33,services,married,secondary,no,255,yes,yes,2,184,no,21-nov
36,admin.,married,tertiary,no,211,yes,no,2,-1,no,05-may
43,unemployed,divorced,secondary,no,1854,no,no,2,197,no,13-nov
45,self-employed,married,tertiary,no,-497,yes,yes,1,176,no,15-may
52,services,married,secondary,no,431,no,no,17,-1,no,26-aug
48,blue-collar,divorced,secondary,no,-314,yes,no,5,-1,no,18-may
40,management,married,tertiary,no,552,no,no,8,-1,no,28-jul
31,technician,married,secondary,no,465,yes,no,3,-1,no,12-may
34,services,single,secondary,no,544,yes,no,2,-1,no,27-may
54,blue-collar,married,primary,no,-636,yes,no,3,-1,no,30-may
40,management,married,tertiary,no,7780,no,no,1,355,no,04-may
55,unemployed,single,primary,no,274,no,no,5,-1,no,09-feb
33,management,married,tertiary,no,1148,no,no,1,-1,no,19-nov
50,management,married,tertiary,no,67,no,yes,3,-1,no,20-jun
59,retired,divorced,secondary,no,914,no,no,1,-1,no,28-jan
40,services,married,secondary,no,1293,yes,no,3,-1,no,13-apr
45,admin.,married,secondary,no,111,yes,no,1,-1,no,11-aug
32,management,married,tertiary,no,937,no,no,1,94,no,28-aug
50,blue-collar,married,unknown,no,605,yes,no,1,-1,no,15-may
58,blue-collar,married,secondary,no,1457,yes,no,4,-1,no,08-jul
38,management,married,tertiary,no,1617,yes,no,1,-1,no,16-apr
57,technician,married,secondary,no,29207,yes,no,2,-1,no,21-nov
31,blue-collar,married,secondary,no,812,yes,no,1,-1,no,23-sep
69,retired,married,primary,no,324,no,no,1,189,no,12-aug
26,admin.,single,secondary,no,1327,no,no,4,-1,no,30-mar
30,admin.,married,secondary,no,482,no,no,1,-1,no,23-apr
49,blue-collar,married,secondary,no,134,yes,yes,2,-1,no,27-may
36,blue-collar,married,primary,no,347,no,no,2,-1,no,04-feb
37,technician,married,secondary,no,1824,yes,no,2,324,no,03-jul
55,blue-collar,divorced,primary,no,410,no,yes,2,-1,no,11-jul
36,management,single,tertiary,no,-38,yes,no,1,-1,no,14-may
31,self-employed,married,secondary,no,581,yes,no,1,152,no,13-oct
30,technician,divorced,secondary,no,3100,yes,no,4,-1,no,21-may
36,services,married,secondary,no,0,yes,yes,4,-1,no,15-jul
50,self-employed,married,secondary,no,1138,no,no,10,-1,no,14-aug
53,unknown,married,unknown,no,0,no,no,5,-1,no,25-aug
39,services,married,secondary,no,304,yes,yes,1,-1,no,09-may
31,technician,married,tertiary,no,313,yes,no,2,-1,no,27-aug
49,blue-collar,married,primary,no,1898,no,no,1,-1,no,21-aug
35,services,married,secondary,no,142,yes,no,2,196,no,20-nov
45,blue-collar,married,primary,no,4696,no,no,1,-1,no,17-jun
30,management,single,secondary,no,135,no,no,2,-1,no,14-aug
47,self-employed,married,primary,no,574,yes,no,5,-1,no,20-nov
37,blue-collar,married,primary,no,1322,yes,no,8,185,no,21-nov
35,technician,married,tertiary,no,703,no,no,1,-1,no,20-apr
41,management,single,tertiary,no,0,no,no,2,-1,no,07-aug
35,unemployed,married,secondary,no,1,yes,no,8,-1,no,28-jul
60,retired,married,primary,no,55,no,no,1,-1,no,04-jun
58,technician,married,secondary,no,786,yes,no,3,-1,no,07-may
28,management,married,tertiary,no,22,yes,no,3,-1,no,31-jul
57,unemployed,married,secondary,no,890,no,no,4,-1,no,05-feb
35,management,married,tertiary,no,451,yes,no,6,-1,no,17-apr
54,admin.,married,tertiary,no,59,yes,no,1,-1,no,10-jul
31,management,single,tertiary,no,15,no,no,2,-1,no,11-aug
32,blue-collar,single,secondary,no,15341,no,no,3,-1,no,21-may
56,admin.,single,secondary,no,-273,no,no,2,-1,no,08-jul
35,self-employed,married,tertiary,yes,28,no,yes,1,-1,no,08-jul
33,blue-collar,married,secondary,no,58,no,no,2,-1,no,16-may
50,technician,married,secondary,no,103,yes,no,4,267,no,03-feb
46,management,single,secondary,no,244,yes,no,1,-1,no,15-may
35,services,married,secondary,no,0,no,no,4,-1,no,09-jun
49,admin.,married,secondary,no,880,yes,yes,3,-1,no,18-may
56,management,divorced,tertiary,no,-141,no,no,4,-1,no,28-jul
33,blue-collar,single,primary,no,447,yes,no,2,-1,no,09-may
37,entrepreneur,married,primary,no,62,no,no,2,-1,no,31-jul
30,blue-collar,single,secondary,no,148,no,no,1,-1,no,02-apr
34,admin.,single,secondary,no,79,yes,no,3,-1,no,28-jul
29,blue-collar,single,secondary,no,9,yes,no,3,-1,no,11-may
32,management,married,tertiary,no,578,no,yes,2,-1,no,22-jul
29,blue-collar,married,primary,no,-382,yes,no,2,-1,no,28-jul
50,blue-collar,married,primary,no,888,no,yes,3,-1,no,10-jul
58,technician,single,secondary,no,382,no,no,2,-1,no,13-aug
30,management,married,tertiary,no,1390,no,no,4,-1,no,20-aug
52,entrepreneur,married,primary,no,-104,no,yes,1,-1,no,10-jul
39,management,married,tertiary,no,22,yes,no,1,-1,no,02-jun
43,technician,divorced,secondary,no,-36,yes,no,1,104,no,17-nov
51,technician,married,secondary,no,130,no,no,3,-1,no,22-aug
38,admin.,single,secondary,no,77,no,no,4,-1,no,20-nov
30,self-employed,single,secondary,no,1031,no,no,1,-1,no,20-oct
52,management,divorced,primary,no,92,no,yes,7,-1,no,16-jul
40,technician,married,tertiary,no,1063,yes,yes,2,-1,no,19-aug
37,technician,married,secondary,no,0,yes,yes,3,-1,no,15-jul
30,blue-collar,married,secondary,no,282,yes,yes,2,-1,no,23-may
51,management,married,tertiary,no,1394,yes,no,1,-1,no,05-aug
27,technician,single,secondary,no,16,no,no,1,-1,no,19-may
35,blue-collar,married,secondary,no,975,yes,no,1,-1,no,16-jul
47,admin.,married,tertiary,no,12276,no,no,5,-1,no,20-jun
29,blue-collar,married,secondary,no,313,yes,no,2,343,no,20-apr
52,admin.,married,secondary,no,1648,yes,no,3,-1,no,19-nov
43,admin.,single,secondary,no,6,no,no,1,264,no,04-feb
31,blue-collar,married,primary,no,1127,yes,no,1,349,no,13-may
54,blue-collar,married,secondary,no,1070,no,no,4,-1,no,18-nov
59,housemaid,married,secondary,no,1040,no,no,2,-1,no,05-aug
51,blue-collar,married,secondary,no,50,yes,yes,1,-1,no,06-may
32,management,married,tertiary,no,62,yes,no,1,-1,no,13-nov
42,blue-collar,married,secondary,no,-755,yes,yes,1,-1,no,02-jun
46,blue-collar,married,secondary,no,4707,yes,no,8,-1,no,23-may
30,technician,single,secondary,no,925,no,no,1,-1,no,20-nov
42,management,divorced,primary,no,0,yes,no,5,-1,no,19-nov
39,blue-collar,married,primary,no,867,yes,no,1,-1,no,07-may
31,management,single,tertiary,no,-201,yes,no,4,-1,no,22-aug
35,blue-collar,married,secondary,no,120,yes,no,2,-1,no,28-may
34,admin.,married,secondary,no,61,no,yes,1,-1,no,05-may
42,technician,divorced,secondary,no,0,yes,no,2,-1,no,28-may
57,management,married,primary,no,687,yes,yes,3,-1,no,21-jul
38,management,single,tertiary,no,38,no,no,2,-1,no,20-aug
29,blue-collar,single,secondary,no,2806,no,no,1,93,no,15-oct
46,management,married,secondary,no,-27,yes,no,1,-1,no,06-may
48,management,married,tertiary,no,2498,no,no,2,-1,no,14-aug
33,technician,married,secondary,no,390,no,no,2,-1,no,13-aug
59,admin.,single,secondary,no,-423,yes,yes,1,-1,no,20-apr
23,technician,single,secondary,no,1587,yes,yes,2,-1,no,14-may
37,blue-collar,married,secondary,no,288,yes,no,6,-1,no,05-may
40,technician,single,secondary,no,822,yes,yes,2,245,no,29-jan
44,blue-collar,divorced,secondary,no,-222,yes,no,3,-1,no,27-may
37,blue-collar,single,secondary,no,197,yes,no,3,-1,no,16-may
28,services,single,secondary,no,159,yes,no,2,-1,no,12-may
39,technician,single,secondary,no,681,yes,no,1,-1,no,05-jun
57,retired,divorced,primary,yes,0,no,yes,2,-1,no,24-jul
38,blue-collar,single,unknown,no,495,yes,no,1,-1,no,08-may
60,blue-collar,married,secondary,no,414,no,no,1,-1,no,04-feb
38,management,divorced,tertiary,no,151,yes,no,1,-1,no,17-jul
26,student,single,secondary,no,2572,yes,no,1,-1,no,05-may
32,blue-collar,married,secondary,no,320,yes,no,2,-1,no,06-may
35,management,single,tertiary,no,304,yes,no,2,-1,no,19-nov
30,management,single,secondary,no,1299,no,no,2,-1,no,14-aug
37,blue-collar,married,secondary,no,740,yes,no,3,342,no,07-may
36,blue-collar,married,secondary,no,537,no,yes,6,-1,no,07-jul
34,admin.,single,secondary,no,1581,yes,yes,11,-1,no,20-may
28,blue-collar,married,secondary,no,708,yes,no,5,-1,no,06-jun
37,blue-collar,married,primary,no,178,yes,yes,1,-1,no,09-jun
31,services,single,secondary,no,671,yes,no,3,-1,no,07-may
34,blue-collar,married,primary,no,3,yes,no,1,-1,no,08-may
28,technician,single,secondary,no,981,yes,no,1,-1,no,24-jul
38,technician,married,tertiary,no,1042,yes,no,2,-1,no,04-feb
80,retired,married,primary,no,1021,no,no,1,-1,no,26-feb
59,retired,married,secondary,no,1035,yes,yes,1,-1,no,05-aug
54,management,married,tertiary,no,1114,yes,no,2,175,no,21-nov
29,blue-collar,single,tertiary,no,98,no,no,2,-1,no,10-aug
39,technician,married,secondary,no,24,yes,no,4,-1,no,28-jan
30,technician,single,secondary,no,486,no,no,3,-1,no,28-jan
41,services,divorced,secondary,no,727,yes,no,1,-1,no,11-may
48,technician,married,secondary,no,-205,yes,yes,1,-1,no,09-jul
26,blue-collar,married,secondary,no,895,yes,no,3,-1,no,04-feb
55,admin.,married,primary,no,319,no,no,3,-1,no,21-nov
36,admin.,single,secondary,no,206,yes,no,1,-1,no,08-may
31,services,married,secondary,no,-414,yes,no,3,-1,no,06-may
35,blue-collar,married,primary,yes,-1489,yes,yes,1,-1,no,29-may
30,management,married,tertiary,no,0,no,no,1,-1,no,07-aug
26,blue-collar,single,secondary,no,249,yes,no,3,262,no,29-jan
32,management,married,tertiary,no,927,no,no,1,-1,no,08-oct
43,blue-collar,divorced,primary,no,515,yes,no,1,-1,no,18-nov
48,admin.,married,secondary,no,1060,yes,no,2,318,no,20-apr
49,technician,married,secondary,no,308,no,no,5,-1,no,27-jul
34,blue-collar,married,secondary,no,808,yes,yes,3,-1,no,17-jul
27,blue-collar,single,primary,no,431,yes,no,2,-1,no,15-may
31,admin.,single,secondary,no,396,yes,no,1,-1,no,19-may
35,technician,single,secondary,no,-89,yes,no,1,368,no,15-may
40,admin.,married,secondary,no,-253,yes,no,1,-1,no,09-jul
39,services,married,secondary,no,0,yes,no,2,-1,no,20-may
19,student,single,unknown,no,60,no,no,1,-1,no,14-aug
40,services,married,secondary,no,695,yes,no,1,348,no,11-may
25,admin.,single,tertiary,no,1141,yes,no,1,347,no,05-may
38,technician,divorced,tertiary,no,791,yes,no,2,-1,no,26-may
62,blue-collar,married,primary,no,1381,no,no,1,-1,no,19-oct
27,services,married,secondary,no,0,yes,no,13,-1,no,23-jul
40,technician,married,secondary,no,-28,yes,yes,2,-1,no,30-may
56,management,married,tertiary,no,412,no,no,6,-1,no,20-nov
33,management,married,tertiary,no,310,no,no,2,-1,no,29-aug
52,blue-collar,married,secondary,no,1319,no,no,2,-1,no,30-apr
33,blue-collar,married,secondary,no,0,yes,yes,12,-1,no,28-jul
38,services,married,secondary,no,-314,yes,no,2,-1,no,28-may
27,services,married,secondary,no,511,yes,no,5,-1,no,30-jun
